source_file,window,source_tag,source_mode,source_tier,source_champion,champion,champion_slug,games,winrate,pickrate,item_id1,item_id2,item_id3,item_id4,item_id5,item_en1,item_en2,item_en3,item_en4,item_en5,item_zh1,item_zh2,item_zh3,item_zh4,item_zh5
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,,,,223078,323004,223153,226694,223074,Trinity Force,Manamune,Blade of The Ruined King,Serylda's Grudge,Ravenous Hydra,三相之力,魔劍正宗,殞落王者之劍,席利妲咒怨,狂怒九頭蛇
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,,,,223078,323004,223153,226694,223139,Trinity Force,Manamune,Blade of The Ruined King,Serylda's Grudge,Mercurial Scimitar,三相之力,魔劍正宗,殞落王者之劍,席利妲咒怨,水星彎刀
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,,,,223078,323004,223161,226694,223143,Trinity Force,Manamune,Spear of Shojin,Serylda's Grudge,Randuin's Omen,三相之力,魔劍正宗,精進之矛,席利妲咒怨,蘭頓之兆
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,,,,223078,323004,223074,226694,223161,Trinity Force,Manamune,Ravenous Hydra,Serylda's Grudge,Spear of Shojin,三相之力,魔劍正宗,狂怒九頭蛇,席利妲咒怨,精進之矛
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,,,,323004,223078,223161,226694,226699,Manamune,Trinity Force,Spear of Shojin,Serylda's Grudge,Voltaic Cyclosword,魔劍正宗,三相之力,精進之矛,席利妲咒怨,電流旋風劍
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,,,,223078,323004,667666,226694,223161,Trinity Force,Manamune,The Collector,Serylda's Grudge,Spear of Shojin,三相之力,魔劍正宗,蒐集者,席利妲咒怨,精進之矛
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,,,,223078,323004,223161,667666,223072,Trinity Force,Manamune,Spear of Shojin,The Collector,Bloodthirster,三相之力,魔劍正宗,精進之矛,蒐集者,嗜血者
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,,,,323004,223078,223161,226694,,Manamune,Trinity Force,Spear of Shojin,Serylda's Grudge,,魔劍正宗,三相之力,精進之矛,席利妲咒怨,
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,,,,223078,323004,223161,223153,223033,Trinity Force,Manamune,Spear of Shojin,Blade of The Ruined King,Mortal Reminder,三相之力,魔劍正宗,精進之矛,殞落王者之劍,致死宣告
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,,,,223078,323004,223161,226694,223814,Trinity Force,Manamune,Spear of Shojin,Serylda's Grudge,Edge of Night,三相之力,魔劍正宗,精進之矛,席利妲咒怨,夜色緣界
